timestamp,kwh,building,month,hour
2023-02-04 00:00:00,96.74803658276264,BuildingA,Feb,0
2023-02-04 01:00:00,19.7344431573345,BuildingA,Feb,1
2023-02-04 02:00:00,77.02590175434031,BuildingA,Feb,2
2023-02-04 03:00:00,74.58825284487159,BuildingA,Feb,3
2023-02-04 04:00:00,66.05853341639047,BuildingA,Feb,4
2023-02-04 05:00:00,75.06621956810179,BuildingA,Feb,5
2023-02-04 06:00:00,36.83634252439922,BuildingA,Feb,6
2023-02-04 07:00:00,39.32320775999827,BuildingA,Feb,7
2023-02-04 08:00:00,79.1690600658706,BuildingA,Feb,8
2023-02-04 09:00:00,62.99670418026007,BuildingA,Feb,9
2023-02-04 10:00:00,64.48535812612889,BuildingA,Feb,10
2023-02-04 11:00:00,18.906753970455465,BuildingA,Feb,11
2023-02-04 12:00:00,17.022508398418484,BuildingA,Feb,12
2023-02-04 13:00:00,35.09463644893455,BuildingA,Feb,13
2023-02-04 14:00:00,36.68014768883724,BuildingA,Feb,14
2023-02-04 15:00:00,41.36840295645872,BuildingA,Feb,15
2023-02-04 16:00:00,41.745417120318,BuildingA,Feb,16
2023-02-04 17:00:00,74.79581191565666,BuildingA,Feb,17
2023-02-04 18:00:00,76.79300350611662,BuildingA,Feb,18
2023-02-04 19:00:00,92.39937761628777,BuildingA,Feb,19
2023-02-04 20:00:00,93.60122475654153,BuildingA,Feb,20
2023-02-04 21:00:00,60.2806871518241,BuildingA,Feb,21
2023-02-04 22:00:00,98.4674563218394,BuildingA,Feb,22
2023-02-04 23:00:00,37.03112940682841,BuildingA,Feb,23
2023-02-05 00:00:00,88.59717817145959,BuildingA,Feb,0
2023-02-05 01:00:00,90.7672110147111,BuildingA,Feb,1
2023-02-05 02:00:00,34.57889607782855,BuildingA,Feb,2
2023-02-05 03:00:00,16.964491282807575,BuildingA,Feb,3
2023-02-05 04:00:00,88.6577376255958,BuildingA,Feb,4
2023-02-05 05:00:00,18.48426162160724,BuildingA,Feb,5
2023-02-05 06:00:00,83.413344771445,BuildingA,Feb,6
2023-02-05 07:00:00,69.21450933623304,BuildingA,Feb,7
2023-02-05 08:00:00,75.33347097004737,BuildingA,Feb,8
2023-02-05 09:00:00,98.69774496783714,BuildingA,Feb,9
2023-02-05 10:00:00,34.92014169135963,BuildingA,Feb,10
2023-02-05 11:00:00,96.46215892793391,BuildingA,Feb,11
2023-02-05 12:00:00,71.83276978714039,BuildingA,Feb,12
2023-02-05 13:00:00,13.211680655012405,BuildingA,Feb,13
2023-02-05 14:00:00,72.79044825889953,BuildingA,Feb,14
2023-02-05 15:00:00,37.05092528499352,BuildingA,Feb,15
2023-02-05 16:00:00,89.14157388921825,BuildingA,Feb,16
2023-02-05 17:00:00,69.32483220278034,BuildingA,Feb,17
2023-02-05 18:00:00,73.3771232542469,BuildingA,Feb,18
2023-02-05 19:00:00,69.62233524768862,BuildingA,Feb,19
2023-02-05 20:00:00,97.0277796915897,BuildingA,Feb,20
2023-02-05 21:00:00,70.87618276132254,BuildingA,Feb,21
2023-02-05 22:00:00,90.94522262644428,BuildingA,Feb,22
2023-02-05 23:00:00,64.35378048495022,BuildingA,Feb,23
2023-02-06 00:00:00,36.01287966054888,BuildingA,Feb,0
2023-02-06 01:00:00,86.28118137235285,BuildingA,Feb,1
2023-02-06 02:00:00,58.405447771871614,BuildingA,Feb,2
2023-02-06 03:00:00,41.928884749877525,BuildingA,Feb,3
2023-02-06 04:00:00,70.23178916412144,BuildingA,Feb,4
2023-02-06 05:00:00,47.24297729843917,BuildingA,Feb,5
2023-02-06 06:00:00,23.257906857535176,BuildingA,Feb,6
2023-02-06 07:00:00,66.44086123858453,BuildingA,Feb,7
2023-02-06 08:00:00,79.95346359934706,BuildingA,Feb,8
2023-02-06 09:00:00,17.07370432360588,BuildingA,Feb,9
2023-02-06 10:00:00,40.31500708379181,BuildingA,Feb,10
2023-02-06 11:00:00,29.39765739093689,BuildingA,Feb,11
2023-02-06 12:00:00,14.073112274761112,BuildingA,Feb,12
2023-02-06 13:00:00,40.97791694900676,BuildingA,Feb,13
2023-02-06 14:00:00,18.254057221651763,BuildingA,Feb,14
2023-02-06 15:00:00,47.97694026457254,BuildingA,Feb,15
2023-02-06 16:00:00,14.0639802006432,BuildingA,Feb,16
2023-02-06 17:00:00,79.62990118935001,BuildingA,Feb,17
2023-02-06 18:00:00,21.06548190231588,BuildingA,Feb,18
2023-02-06 19:00:00,64.03235975112847,BuildingA,Feb,19
2023-02-06 20:00:00,51.92085950576519,BuildingA,Feb,20
2023-02-06 21:00:00,19.884978259497224,BuildingA,Feb,21
2023-02-06 22:00:00,45.00932198611663,BuildingA,Feb,22
2023-02-06 23:00:00,14.157450105360208,BuildingA,Feb,23
2023-02-07 00:00:00,24.1354844344898,BuildingA,Feb,0
2023-02-07 01:00:00,52.77290594160596,BuildingA,Feb,1
2023-02-07 02:00:00,69.72602653179236,BuildingA,Feb,2
2023-02-07 03:00:00,17.995825408305542,BuildingA,Feb,3
2023-02-07 04:00:00,77.20127899539688,BuildingA,Feb,4
2023-02-07 05:00:00,87.48110352529521,BuildingA,Feb,5
2023-02-07 06:00:00,21.206626202485545,BuildingA,Feb,6
2023-02-07 07:00:00,85.24534014063678,BuildingA,Feb,7
2023-02-07 08:00:00,56.47025449221301,BuildingA,Feb,8
2023-02-07 09:00:00,17.568598596013725,BuildingA,Feb,9
2023-02-07 10:00:00,85.68724591868774,BuildingA,Feb,10
2023-02-07 11:00:00,66.5350166232236,BuildingA,Feb,11
2023-02-07 12:00:00,40.18713556489397,BuildingA,Feb,12
2023-02-07 13:00:00,75.93544650342967,BuildingA,Feb,13
2023-02-07 14:00:00,41.51183172953163,BuildingA,Feb,14
2023-02-07 15:00:00,36.25829211576483,BuildingA,Feb,15
2023-02-07 16:00:00,64.4509486662644,BuildingA,Feb,16
2023-02-07 17:00:00,67.5135275412578,BuildingA,Feb,17
2023-02-07 18:00:00,66.23119238939371,BuildingA,Feb,18
2023-02-07 19:00:00,27.51796785536909,BuildingA,Feb,19
2023-02-07 20:00:00,86.33153764514391,BuildingA,Feb,20
2023-02-07 21:00:00,81.81773253469616,BuildingA,Feb,21
2023-02-07 22:00:00,73.35475624283382,BuildingA,Feb,22
2023-02-07 23:00:00,50.55089256570555,BuildingA,Feb,23
2023-02-08 00:00:00,94.22565608201664,BuildingA,Feb,0
2023-02-08 01:00:00,34.49002502344041,BuildingA,Feb,1
2023-02-08 02:00:00,32.32723216250885,BuildingA,Feb,2
2023-02-08 03:00:00,60.32502760498048,BuildingA,Feb,3
2023-02-08 04:00:00,37.348385964480016,BuildingA,Feb,4
2023-02-08 05:00:00,75.35074642202535,BuildingA,Feb,5
2023-02-08 06:00:00,89.98229334933865,BuildingA,Feb,6
2023-02-08 07:00:00,24.973226312722986,BuildingA,Feb,7
2023-02-08 08:00:00,76.27055002303376,BuildingA,Feb,8
2023-02-08 09:00:00,19.539535478704305,BuildingA,Feb,9
2023-02-08 10:00:00,48.55333617539621,BuildingA,Feb,10
2023-02-08 11:00:00,14.626558553586351,BuildingA,Feb,11
2023-02-08 12:00:00,74.13664168617031,BuildingA,Feb,12
2023-02-08 13:00:00,28.58375190242768,BuildingA,Feb,13
2023-02-08 14:00:00,50.96386799785536,BuildingA,Feb,14
2023-02-08 15:00:00,72.98000472385559,BuildingA,Feb,15
2023-02-08 16:00:00,77.08885386321171,BuildingA,Feb,16
2023-02-08 17:00:00,13.058268295148537,BuildingA,Feb,17
2023-02-08 18:00:00,25.61582150548029,BuildingA,Feb,18
2023-02-08 19:00:00,89.77416575715459,BuildingA,Feb,19
2023-02-08 20:00:00,67.87228718900195,BuildingA,Feb,20
2023-02-08 21:00:00,29.301221255101936,BuildingA,Feb,21
2023-02-08 22:00:00,33.44447201000916,BuildingA,Feb,22
2023-02-08 23:00:00,50.725119588157376,BuildingA,Feb,23
2023-02-09 00:00:00,83.48940284793775,BuildingA,Feb,0
2023-02-09 01:00:00,36.32974250858344,BuildingA,Feb,1
2023-02-09 02:00:00,66.17848344445068,BuildingA,Feb,2
2023-02-09 03:00:00,34.28222794539276,BuildingA,Feb,3
2023-02-09 04:00:00,64.63199440047836,BuildingA,Feb,4
2023-02-09 05:00:00,31.14423311500375,BuildingA,Feb,5
2023-02-09 06:00:00,58.82628712501975,BuildingA,Feb,6
2023-02-09 07:00:00,66.14071252917861,BuildingA,Feb,7
2023-02-09 08:00:00,30.41474418304749,BuildingA,Feb,8
2023-02-09 09:00:00,60.23256294936879,BuildingA,Feb,9
2023-02-09 10:00:00,80.71374463943602,BuildingA,Feb,10
2023-02-09 11:00:00,40.98178051385007,BuildingA,Feb,11
2023-02-09 12:00:00,42.98296282674128,BuildingA,Feb,12
2023-02-09 13:00:00,14.829976748160544,BuildingA,Feb,13
2023-02-09 14:00:00,80.2830750265995,BuildingA,Feb,14
2023-02-09 15:00:00,82.28270018273335,BuildingA,Feb,15
2023-02-09 16:00:00,23.074998880936278,BuildingA,Feb,16
2023-02-09 17:00:00,20.22288661434446,BuildingA,Feb,17
2023-02-09 18:00:00,51.81779883833581,BuildingA,Feb,18
2023-02-09 19:00:00,56.625517086672346,BuildingA,Feb,19
2023-02-09 20:00:00,17.461733475762905,BuildingA,Feb,20
2023-02-09 21:00:00,80.6764275770534,BuildingA,Feb,21
2023-02-09 22:00:00,93.97248773587955,BuildingA,Feb,22
2023-02-09 23:00:00,71.99066503599775,BuildingA,Feb,23
2023-02-10 00:00:00,38.79126624014772,BuildingA,Feb,0
2023-02-10 01:00:00,33.58774281392364,BuildingA,Feb,1
2023-02-10 02:00:00,16.78960691765942,BuildingA,Feb,2
2023-02-10 03:00:00,69.45531358691392,BuildingA,Feb,3
2023-02-10 04:00:00,27.61709349091108,BuildingA,Feb,4
2023-02-10 05:00:00,41.68786536607068,BuildingA,Feb,5
2023-02-10 06:00:00,16.65717532128047,BuildingA,Feb,6
2023-02-10 07:00:00,38.71513715512853,BuildingA,Feb,7
2023-02-10 08:00:00,26.0131860392094,BuildingA,Feb,8
2023-02-10 09:00:00,69.63465026874411,BuildingA,Feb,9
2023-02-10 10:00:00,91.07898837302092,BuildingA,Feb,10
2023-02-10 11:00:00,17.515014124044725,BuildingA,Feb,11
2023-02-10 12:00:00,61.97078233152237,BuildingA,Feb,12
2023-02-10 13:00:00,46.96395784798389,BuildingA,Feb,13
2023-02-10 14:00:00,88.91027039474724,BuildingA,Feb,14
2023-02-10 15:00:00,59.26603543699849,BuildingA,Feb,15
2023-02-10 16:00:00,10.818445902073956,BuildingA,Feb,16
2023-02-10 17:00:00,28.17753333822257,BuildingA,Feb,17
2023-02-10 18:00:00,24.60945219319477,BuildingA,Feb,18
2023-02-10 19:00:00,22.67597570007266,BuildingA,Feb,19
2023-02-10 20:00:00,22.11882587585897,BuildingA,Feb,20
2023-02-10 21:00:00,57.80880521685161,BuildingA,Feb,21
2023-02-10 22:00:00,58.3942506057416,BuildingA,Feb,22
2023-02-10 23:00:00,84.00578624631031,BuildingA,Feb,23
2023-02-11 00:00:00,25.513104138161104,BuildingA,Feb,0
2023-02-11 01:00:00,50.02423585367284,BuildingA,Feb,1
2023-02-11 02:00:00,71.25977656319401,BuildingA,Feb,2
2023-02-11 03:00:00,61.41442669439197,BuildingA,Feb,3
2023-02-11 04:00:00,72.76726388860678,BuildingA,Feb,4
2023-02-11 05:00:00,84.44524652666789,BuildingA,Feb,5
2023-02-11 06:00:00,25.449187040368315,BuildingA,Feb,6
2023-02-11 07:00:00,62.28174952378866,BuildingA,Feb,7
2023-02-11 08:00:00,37.51000855863079,BuildingA,Feb,8
2023-02-11 09:00:00,16.02069970826239,BuildingA,Feb,9
2023-02-11 10:00:00,69.3668686746295,BuildingA,Feb,10
2023-02-11 11:00:00,57.50454345928771,BuildingA,Feb,11
2023-02-11 12:00:00,59.83566833645099,BuildingA,Feb,12
2023-02-11 13:00:00,86.9122185957317,BuildingA,Feb,13
2023-02-11 14:00:00,26.56519955404572,BuildingA,Feb,14
2023-02-11 15:00:00,33.82173558623282,BuildingA,Feb,15
2023-02-11 16:00:00,93.12844723084218,BuildingA,Feb,16
2023-02-11 17:00:00,30.741253412782264,BuildingA,Feb,17
2023-02-11 18:00:00,21.393814672204154,BuildingA,Feb,18
2023-02-11 19:00:00,36.20391694618148,BuildingA,Feb,19
2023-02-11 20:00:00,11.842543723953938,BuildingA,Feb,20
2023-02-11 21:00:00,88.62819953340598,BuildingA,Feb,21
2023-02-11 22:00:00,88.44989851151205,BuildingA,Feb,22
2023-02-11 23:00:00,66.29212650069836,BuildingA,Feb,23
2023-02-12 00:00:00,98.98626367732298,BuildingA,Feb,0
2023-02-12 01:00:00,27.95060244860217,BuildingA,Feb,1
2023-02-12 02:00:00,83.90042532356706,BuildingA,Feb,2
2023-02-12 03:00:00,69.11783277531372,BuildingA,Feb,3
2023-02-12 04:00:00,36.72287716596075,BuildingA,Feb,4
2023-02-12 05:00:00,47.64601458318103,BuildingA,Feb,5
2023-02-12 06:00:00,47.43548195008667,BuildingA,Feb,6
2023-02-12 07:00:00,48.015824746928594,BuildingA,Feb,7
2023-02-12 08:00:00,55.89240771325689,BuildingA,Feb,8
2023-02-12 09:00:00,40.62757156607172,BuildingA,Feb,9
2023-02-12 10:00:00,80.27991070847227,BuildingA,Feb,10
2023-02-12 11:00:00,64.70951263413261,BuildingA,Feb,11
2023-02-12 12:00:00,97.55890198176311,BuildingA,Feb,12
2023-02-12 13:00:00,23.63647933613229,BuildingA,Feb,13
2023-02-12 14:00:00,82.82351970228402,BuildingA,Feb,14
2023-02-12 15:00:00,15.876355849257386,BuildingA,Feb,15
2023-02-12 16:00:00,75.87678257166769,BuildingA,Feb,16
2023-02-12 17:00:00,66.35513304439888,BuildingA,Feb,17
2023-02-12 18:00:00,42.69741734226162,BuildingA,Feb,18
2023-02-12 19:00:00,51.17111832023467,BuildingA,Feb,19
2023-02-12 20:00:00,33.5104168095158,BuildingA,Feb,20
2023-02-12 21:00:00,80.70243451800178,BuildingA,Feb,21
2023-02-12 22:00:00,93.04039067425003,BuildingA,Feb,22
2023-02-12 23:00:00,34.97394327934452,BuildingA,Feb,23
2023-02-13 00:00:00,11.876777318139895,BuildingA,Feb,0
2023-02-13 01:00:00,92.2373275124167,BuildingA,Feb,1
2023-02-13 02:00:00,24.387582942956925,BuildingA,Feb,2
2023-02-13 03:00:00,14.225043276996978,BuildingA,Feb,3
2023-02-13 04:00:00,54.57431481895289,BuildingA,Feb,4
2023-02-13 05:00:00,56.08292884587258,BuildingA,Feb,5
2023-02-13 06:00:00,16.06909537622466,BuildingA,Feb,6
2023-02-13 07:00:00,80.09395415367538,BuildingA,Feb,7
2023-02-13 08:00:00,62.61238990168626,BuildingA,Feb,8
2023-02-13 09:00:00,41.94281376748033,BuildingA,Feb,9
2023-02-13 10:00:00,69.52488022393328,BuildingA,Feb,10
2023-02-13 11:00:00,47.62357230026235,BuildingA,Feb,11
2023-02-13 12:00:00,27.342109772808573,BuildingA,Feb,12
2023-02-13 13:00:00,11.634535625354864,BuildingA,Feb,13
2023-02-13 14:00:00,51.792991552063896,BuildingA,Feb,14
2023-02-13 15:00:00,67.94939780689296,BuildingA,Feb,15
2023-02-13 16:00:00,49.17805540848624,BuildingA,Feb,16
2023-02-13 17:00:00,39.379988987387705,BuildingA,Feb,17
2023-02-13 18:00:00,53.33659601509054,BuildingA,Feb,18
2023-02-13 19:00:00,83.25710143192627,BuildingA,Feb,19
2023-02-13 20:00:00,28.089279481181528,BuildingA,Feb,20
2023-02-13 21:00:00,53.33609901397451,BuildingA,Feb,21
2023-02-13 22:00:00,68.73026181057526,BuildingA,Feb,22
2023-02-13 23:00:00,34.44512639711365,BuildingA,Feb,23
2023-02-14 00:00:00,83.0573861810594,BuildingA,Feb,0
2023-02-14 01:00:00,85.41473799470043,BuildingA,Feb,1
2023-02-14 02:00:00,43.00781852048361,BuildingA,Feb,2
2023-02-14 03:00:00,24.211062181584104,BuildingA,Feb,3
2023-02-14 04:00:00,22.364904459053868,BuildingA,Feb,4
2023-02-14 05:00:00,41.15587821175908,BuildingA,Feb,5
2023-02-14 06:00:00,14.038370951753908,BuildingA,Feb,6
2023-02-14 07:00:00,34.38177557936089,BuildingA,Feb,7
2023-02-14 08:00:00,14.68895244021779,BuildingA,Feb,8
2023-02-14 09:00:00,46.13895237407666,BuildingA,Feb,9
2023-02-14 10:00:00,56.403112561155375,BuildingA,Feb,10
2023-02-14 11:00:00,79.42113241283168,BuildingA,Feb,11
2023-02-14 12:00:00,85.09745058515699,BuildingA,Feb,12
2023-02-14 13:00:00,42.824873948599496,BuildingA,Feb,13
2023-02-14 14:00:00,67.65903027060881,BuildingA,Feb,14
2023-02-14 15:00:00,33.8216255511968,BuildingA,Feb,15
2023-02-14 16:00:00,42.44985107848854,BuildingA,Feb,16
2023-02-14 17:00:00,49.26387474315607,BuildingA,Feb,17
2023-02-14 18:00:00,89.70698858843772,BuildingA,Feb,18
2023-02-14 19:00:00,98.15216454388882,BuildingA,Feb,19
2023-02-14 20:00:00,35.85755113909323,BuildingA,Feb,20
2023-02-14 21:00:00,92.5020919695825,BuildingA,Feb,21
2023-02-14 22:00:00,77.87145987694323,BuildingA,Feb,22
2023-02-14 23:00:00,39.561859034756495,BuildingA,Feb,23
2023-02-15 00:00:00,28.935892117534483,BuildingA,Feb,0
2023-02-15 01:00:00,48.65872135126933,BuildingA,Feb,1
2023-02-15 02:00:00,53.11733731605642,BuildingA,Feb,2
2023-02-15 03:00:00,12.591632030835756,BuildingA,Feb,3
2023-02-15 04:00:00,40.32254467139087,BuildingA,Feb,4
2023-02-15 05:00:00,56.88133711164252,BuildingA,Feb,5
2023-02-15 06:00:00,65.05880272664251,BuildingA,Feb,6
2023-02-15 07:00:00,28.21833050284119,BuildingA,Feb,7
2023-02-15 08:00:00,13.052301428798412,BuildingA,Feb,8
2023-02-15 09:00:00,80.2771734369512,BuildingA,Feb,9
2023-02-15 10:00:00,36.38598976637875,BuildingA,Feb,10
2023-02-15 11:00:00,58.5679354035238,BuildingA,Feb,11
2023-02-15 12:00:00,73.55462948693173,BuildingA,Feb,12
2023-02-15 13:00:00,56.64254288101639,BuildingA,Feb,13
2023-02-15 14:00:00,68.5826087488579,BuildingA,Feb,14
2023-02-15 15:00:00,19.36119785112741,BuildingA,Feb,15
2023-02-15 16:00:00,12.569484357920874,BuildingA,Feb,16
2023-02-15 17:00:00,26.265298001652084,BuildingA,Feb,17
2023-02-15 18:00:00,36.28419339166294,BuildingA,Feb,18
2023-02-15 19:00:00,90.81438492704947,BuildingA,Feb,19
2023-02-15 20:00:00,30.696032808448,BuildingA,Feb,20
2023-02-15 21:00:00,16.319570773145468,BuildingA,Feb,21
2023-02-15 22:00:00,10.345272547879606,BuildingA,Feb,22
2023-02-15 23:00:00,47.57085548285879,BuildingA,Feb,23
2023-02-16 00:00:00,65.26649760190534,BuildingA,Feb,0
2023-02-16 01:00:00,50.24594087391062,BuildingA,Feb,1
2023-02-16 02:00:00,50.4023274004627,BuildingA,Feb,2
2023-02-16 03:00:00,58.64620757803922,BuildingA,Feb,3
2023-02-16 04:00:00,26.14707852234321,BuildingA,Feb,4
2023-02-16 05:00:00,13.619156167303116,BuildingA,Feb,5
2023-02-16 06:00:00,80.93831837540618,BuildingA,Feb,6
2023-02-16 07:00:00,83.59057853064512,BuildingA,Feb,7
2023-02-16 08:00:00,52.22681812851049,BuildingA,Feb,8
2023-02-16 09:00:00,37.64249830089497,BuildingA,Feb,9
2023-02-16 10:00:00,78.154346695998,BuildingA,Feb,10
2023-02-16 11:00:00,94.76359884058508,BuildingA,Feb,11
2023-02-16 12:00:00,67.72540978222617,BuildingA,Feb,12
2023-02-16 13:00:00,57.245780134538286,BuildingA,Feb,13
2023-02-16 14:00:00,79.82146933393837,BuildingA,Feb,14
2023-02-16 15:00:00,18.72046780506559,BuildingA,Feb,15
2023-02-16 16:00:00,84.95302742096851,BuildingA,Feb,16
2023-02-16 17:00:00,46.82253103966561,BuildingA,Feb,17
2023-02-16 18:00:00,69.1331534134527,BuildingA,Feb,18
2023-02-16 19:00:00,32.73538577330376,BuildingA,Feb,19
2023-02-16 20:00:00,53.637974522149264,BuildingA,Feb,20
2023-02-16 21:00:00,48.07233769459588,BuildingA,Feb,21
2023-02-16 22:00:00,18.727790779185703,BuildingA,Feb,22
2023-02-16 23:00:00,15.157684904826016,BuildingA,Feb,23
2023-02-17 00:00:00,37.87407521511169,BuildingA,Feb,0
2023-02-17 01:00:00,50.9887203772896,BuildingA,Feb,1
2023-02-17 02:00:00,97.19399233049012,BuildingA,Feb,2
2023-02-17 03:00:00,80.56516715258336,BuildingA,Feb,3
2023-02-17 04:00:00,28.650875924269396,BuildingA,Feb,4
2023-02-17 05:00:00,45.87033366646126,BuildingA,Feb,5
2023-02-17 06:00:00,31.04517199634944,BuildingA,Feb,6
2023-02-17 07:00:00,83.22040148077286,BuildingA,Feb,7
2023-02-17 08:00:00,61.09944191394487,BuildingA,Feb,8
2023-02-17 09:00:00,48.28331450966309,BuildingA,Feb,9
2023-02-17 10:00:00,28.07579709137446,BuildingA,Feb,10
2023-02-17 11:00:00,10.615426920858358,BuildingA,Feb,11
2023-02-17 12:00:00,72.57956817544698,BuildingA,Feb,12
2023-02-17 13:00:00,24.63469349187963,BuildingA,Feb,13
2023-02-17 14:00:00,44.57047383995296,BuildingA,Feb,14
2023-02-17 15:00:00,79.755416268101,BuildingA,Feb,15
2023-02-17 16:00:00,72.2931568475005,BuildingA,Feb,16
2023-02-17 17:00:00,59.03472486136698,BuildingA,Feb,17
2023-02-17 18:00:00,39.990980723835165,BuildingA,Feb,18
2023-02-17 19:00:00,78.70862940811413,BuildingA,Feb,19
2023-02-17 20:00:00,69.35398167611442,BuildingA,Feb,20
2023-02-17 21:00:00,90.27343517346615,BuildingA,Feb,21
2023-02-17 22:00:00,93.28415197444832,BuildingA,Feb,22
2023-02-17 23:00:00,59.595630019930056,BuildingA,Feb,23
2023-02-18 00:00:00,78.36293713862584,BuildingA,Feb,0
2023-02-18 01:00:00,60.5989201604706,BuildingA,Feb,1
2023-02-18 02:00:00,79.80741753400447,BuildingA,Feb,2
2023-02-18 03:00:00,45.23779755329696,BuildingA,Feb,3
2023-02-18 04:00:00,54.75105580250769,BuildingA,Feb,4
2023-02-18 05:00:00,58.14815630475306,BuildingA,Feb,5
2023-02-18 06:00:00,19.55067972219652,BuildingA,Feb,6
2023-02-18 07:00:00,41.727923235926575,BuildingA,Feb,7
2023-02-18 08:00:00,41.595858211966245,BuildingA,Feb,8
2023-02-18 09:00:00,78.42497460685215,BuildingA,Feb,9
2023-02-18 10:00:00,54.39074854031335,BuildingA,Feb,10
2023-02-18 11:00:00,19.11876973016452,BuildingA,Feb,11
2023-02-18 12:00:00,28.165713517743846,BuildingA,Feb,12
2023-02-18 13:00:00,37.21088401539146,BuildingA,Feb,13
2023-02-18 14:00:00,69.50648490957715,BuildingA,Feb,14
